Property,Building,Floor,Space,Image,Equipment Position,Asset ID,Asset Name,Quantity,Barcode (Auto),Supplier,Manufacturer (Spec),Manufactured Date,Model Name/No (Spec),Serial Number,Capacity,Height,Width,Depth,Parent Asset ID,Parent Asset Name,In Service Date,Observation Date,Operating Environment,Asset Criticality,Asset Condition Rating,Condition Assessment Comments,Current Utilisation,Asset Service Status,Notes/Comments,Created By,Modified By,Asset Name Lookup (wip),Created
Balranald Ambulance Station ,Balranald Ambulance Station ,Ground,Grounds ,,,23,Hot Water Heater,1.00,23,,Vulcan,11/12/1997,681315,103341,,,,,,,,19/4/2022,2 - Normal,2 - Medium,3 - Fair,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,19/4/2022 16:33
Balranald Ambulance Station ,Structure carport,Ground,,,,24,Fire Extinguisher (Dry Chemical),1.00,24,,,,,,,,,,,,,19/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,19/4/2022 16:38
Balranald Ambulance Station ,Balranald Ambulance Station ,Ground,20,,,25,Rain water tank,1.00,25,,Polymaster ,,2270L,,"2,270",,,,,,,19/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,19/4/2022 16:39
Balranald Ambulance Station ,Balranald Ambulance Station ,Ground,20,,,26,Rain water tank,1.00,26,,Polymaster,,9000L,,,,,,,,,19/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,19/4/2022 16:41
Balranald Ambulance Station ,Balranald Ambulance Station ,Ground,20,,,27,Rain water tank,1.00,27,,,,9000L,,,,,,,,,19/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,19/4/2022 16:41
Balranald Ambulance Station ,Balranald Ambulance Station ,Ground,20,,,28,A/C Unit Split (Outdoor),1.00,28,,Hitachi,,RAC-S60YHAB,2112214634,,,,,,,,19/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,19/4/2022 16:43
Balranald Ambulance Station ,Balranald Ambulance Station ,Ground,20,,,29,A/C Unit Split (Outdoor),1.00,29,,Kelvinator ,,KSV26HRA ,83200959,,,,,,,,19/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,19/4/2022 16:46
Balranald Ambulance Station ,Balranald Ambulance Station ,Ground,20,,,30,A/C Unit Split (Outdoor),1.00,30,,Mitsubishi ,,MUZ-GE80VAD,3002676 T,,,,,,,,19/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,19/4/2022 16:49
Balranald Ambulance Station ,Balranald Ambulance Station ,Ground,20,,,31,Main Switchboard,1.00,31,,B&R,,,,,,,,,,,19/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,19/4/2022 16:50
Balranald Ambulance Station ,Balranald Ambulance Station ,Ground,20,,,,RCBO,3.00,0,,Lanson,,LANRCBO4522003,,,,,,31,,,19/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,19/4/2022 16:51
Barham Ambulance Station ,Barham Ambulance Station ,Ground,1,,,BAH-0001,A/C Unit Split (Indoor),1.00,BAH-0001,,Daikin ,,FTXS60FVMA,E 022846,,,,,,,,20/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,20/4/2022 14:23
Barham Ambulance Station ,Barham Ambulance Station ,Ground,1,,,2,Safe,1.00,2,,CMI,,,,,,,,,,,20/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,20/4/2022 14:24
Barham Ambulance Station ,Barham Ambulance Station ,Ground,1,,,3,Fire Extinguisher (Dry Chemical),1.00,3,,,,,,,,,,,,,20/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,20/4/2022 14:25
Barham Ambulance Station ,Barham Ambulance Station ,Ground,1,,Outside 006,,Smoke Detector,1.00,0,,,,,,,,,,,,,20/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,20/4/2022 14:25
Barham Ambulance Station ,Barham Ambulance Station ,Ground,2,,,4,Fire Blanket,1.00,4,,,,,,,,,,,,,20/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,20/4/2022 14:26
Barham Ambulance Station ,Barham Ambulance Station ,Ground,2,,,,Smoke Detector,1.00,0,,,,,,,,,,,,,20/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,20/4/2022 14:26
Barham Ambulance Station ,Barham Ambulance Station ,Ground,8,,,5,EKA controller box,1.00,5,,,,,,,,,,,,,20/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,20/4/2022 15:04
Barham Ambulance Station ,Barham Ambulance Station ,Ground,8,,,6,Fie Extinguisher (Powder),1.00,6,,,,,,,,,,,,,20/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,20/4/2022 15:05
Barham Ambulance Station ,Barham Ambulance Station ,Ground,8,,,,Wallmount Battery Charger,1.00,0,,Durst,,BCSW-1225 BS,122536,,,,,,,,20/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,20/4/2022 15:07
Barham Ambulance Station ,Barham Ambulance Station ,Ground,8,,,,Vehicle Battery Charger,1.00,0,,Durst,,BCS-1245C,A90121016,,,,,,,,20/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,20/4/2022 15:08
Barham Ambulance Station ,Barham Ambulance Station ,Ground,8,,,,Wallmount Battery Charger,1.00,0,,Durst,,BCSW-1225 BS,,,,,,,,,20/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,20/4/2022 15:12
Barham Ambulance Station ,Barham Ambulance Station ,Ground,8,,,,Vehicle Battery Charger,1.00,0,,Durst,,BCS-1245C,A90121008,,,,,,,,20/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,20/4/2022 15:18
Barham Ambulance Station ,Barham Ambulance Station ,Ground,8,,,,Wallmount Battery Charger,1.00,0,,Durst,,BCSW-1225 BS,,,,,,,,,20/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,20/4/2022 15:21
Barham Ambulance Station ,Barham Ambulance Station ,Ground,8,,,,Vehicle Battery Charger,1.00,0,,Durst ,,BCS-1225C,A90418038,,,,,,,,20/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,20/4/2022 15:23
Barham Ambulance Station ,Barham Ambulance Station ,Ground,13,,,7,Fire Extinguisher (Dry Chemical),1.00,7,,,,,,,,,,,,,20/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,20/4/2022 15:52
Barham Ambulance Station ,Barham Ambulance Station ,Ground,14,,,13,Main Switchboard,1.00,13,,B&R,,,,,,,,,,,20/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,20/4/2022 16:05
Barham Ambulance Station ,Barham Ambulance Station ,Ground,14,,,14,A/C Unit Split (Outdoor),1.00,14,,Fujitsu ,,AOTG12LVCB,E 000426,,,,,,,,20/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,20/4/2022 16:14
Barham Ambulance Station ,Barham Ambulance Residence,Ground,10,,,15,Main Switchboard,1.00,15,,B&R,,,,,,,,,,,20/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,20/4/2022 16:16
Barham Ambulance Station ,Barham Ambulance Station ,Ground,14,,,16,Hot Water Heater,1.00,16,,Dux,9/1/2008,315F136G,80109105250,,,,,,,,20/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,20/4/2022 16:22
Barham Ambulance Station ,Barham Ambulance Station ,Ground,14,,,,RCBO,1.00,0,,NHP,,MOD6 M6RCBD2030C C20,,,,,,13,,,20/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,20/4/2022 16:55
Barham Ambulance Station ,Barham Ambulance Station ,Ground,14,,,,RCBO,9.00,0,,NHP,,MOD6 M6RCBD1630C C16,,,,,,13,,,20/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,20/4/2022 16:56
Barham Ambulance Station ,Barham Ambulance Station ,Ground,14,,,,RCBO,1.00,0,,General Electric ,,DDCE C20,,,,,,13,,,20/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,20/4/2022 16:58
Barham Ambulance Station ,Barham Ambulance Station ,Ground,14,,,,RCBO,3.00,0,,NHP,,MOD6 M6RCBD1030C C10,,,,,,13,,,20/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,20/4/2022 16:59
Barham Ambulance Station ,Barham Ambulance Station ,Ground,14,,,,RCBO,2.00,0,,Clipsal,,RCBE220/30S C20,,,,,,13,,,20/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,20/4/2022 17:01
Barham Ambulance Station ,Barham Ambulance Residence,Ground,10,,,,RCBO,1.00,0,,Clipsal ,,RCBM220/30 C20,,,,,,15,,,20/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,20/4/2022 17:03
Barham Ambulance Station ,Barham Ambulance Station ,Ground,14,,,17,A/C Unit Split (Outdoor),1.00,17,,Daikin ,,RXS60FVMA,E040072,,,,,,,,20/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,20/4/2022 17:06
Barham Ambulance Station ,Barham Ambulance Residence ,Ground,10,,,18,Hot Water Heater,1.00,18,,Rheem,,,,,,,,,,,20/4/2022,2 - Normal,2 - Medium,3 - Fair,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,20/4/2022 17:11
Barham Ambulance Station ,Barham Ambulance Station ,Ground,2,,,19,A/C Unit Split (Indoor),1.00,19,,Fujitsu ,,ASTG12LVCB,E001920,,,,,,,,20/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,20/4/2022 17:12
Barham Ambulance Station ,Barham Ambulance Station ,Ground,8,,Closest to road,11,Automatic Roller Door,1.00,11,,,,,,,,,,,,,20/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,20/4/2022 17:26
Barham Ambulance Station ,Barham Ambulance Station ,Ground,8,,2nd closest to road,10,Automatic Roller Door,1.00,10,,,,,,,,,,,,,20/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,20/4/2022 17:27
Barham Ambulance Station ,Barham Ambulance Station ,Ground,8,,3rd closest to road ,9,Automatic Roller Door,1.00,9,,,,,,,,,,,,,20/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,20/4/2022 17:28
Barham Ambulance Station ,Barham Ambulance Station ,Ground,13,,4th closest to road ,8,Automatic Roller Door,1.00,8,,,,,,,,,,,,,20/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,20/4/2022 17:28
Barham Ambulance Station ,Barham Ambulance Station ,Ground,8,,Closest to road,,Automatic Roller Door Motor,1.00,0,,Grifco,1/9/2011,MTH102,119370053,,,,,,,,20/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,20/4/2022 17:39
Barham Ambulance Station ,Barham Ambulance Station ,Ground,8,,2nd closest to road ,,Automatic Roller Door Motor,1.00,0,,Grifco ,1/9/2011,MTH102 ,119370052,,,,,,,,20/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,20/4/2022 17:40
Barham Ambulance Station ,Barham Ambulance Station ,Ground,8,,3rd Closest to road,,Automatic Roller Door Motor,1.00,0,,Grifco ,1/9/2011,MTH102 ,119370051,,,,,,,,20/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,20/4/2022 17:43
Barham Ambulance Station ,Barham Ambulance Station ,Ground,13,,4th closest to road ,,Automatic Roller Door Motor,1.00,0,,Grifco ,1/9/2011,MTH102 ,119370007,,,,,,,,20/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,20/4/2022 17:44
Deniliquin Ambulance Station ,Deniliquin Ambulance Station ,Ground,1,,,DEN-0002,Emergency Exit Light (Green),1.00,DEN-0002,,,,,,,,,,,,,21/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,21/4/2022 10:47
Deniliquin Ambulance Station ,Deniliquin Ambulance Station ,Ground,2,,,DEN-0003,Emergency Exit Light (Green),1.00,DEN-0003,,Fastled,,FLED,,,,,,,,,21/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,21/4/2022 10:47
Deniliquin Ambulance Station ,Deniliquin Ambulance Station ,Ground,2,,Outside 016,,Smoke Detector,1.00,0,,,,,,,,,,,,,21/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,21/4/2022 11:23
Deniliquin Ambulance Station ,Deniliquin Ambulance Station ,Ground,2,,Outside 016,,Emergency Exit Light (Spitfire),1.00,0,,,,,,,,,,,,,21/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,21/4/2022 11:24
Deniliquin Ambulance Station ,Deniliquin Ambulance Station ,Ground,2,,,4,Emergency Exit Light (Green),1.00,4,,,,,,,,,,,,,21/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,21/4/2022 11:43
Deniliquin Ambulance Station ,Deniliquin Ambulance Station ,Ground,2,,Share office end,,Smoke Detector,1.00,0,,,,,,,,,,,,,21/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,21/4/2022 11:44
Deniliquin Ambulance Station ,Deniliquin Ambulance Station ,Ground,2,,Share office end,,Emergency Exit Light (Spitfire),1.00,0,,,,,,,,,,,,,21/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,21/4/2022 11:45
Deniliquin Ambulance Station ,Deniliquin Ambulance Station ,Ground,2,,Outside 007,,Smoke Detector,1.00,0,,,,,,,,,,,,,21/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,21/4/2022 11:49
Deniliquin Ambulance Station ,Deniliquin Ambulance Station ,Ground,7,,Outside 007,,Emergency Exit Light (Spitfire),1.00,0,,,,,,,,,,,,,21/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,21/4/2022 11:49
Deniliquin Ambulance Station ,Deniliquin Ambulance Station ,Ground,3,,,5,Fire Blanket,1.00,5,,,,,,,,,,,,,21/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,21/4/2022 11:59
Deniliquin Ambulance Station ,Deniliquin Ambulance Station ,Ground,3,,,6,Fire Extinguisher (C02),1.00,6,,,,,,,,,,,,,21/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,21/4/2022 12:00
Deniliquin Ambulance Station ,Deniliquin Ambulance Station ,Ground,3,,,8,Hot water service,1.00,8,,ZIP,,HydroTap G4 BC100/75 ,2.01901E+12,,,,,,,,21/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,21/4/2022 12:02
Deniliquin Ambulance Station ,Deniliquin Ambulance Station ,Ground,3,,,7,Hot Water Heater,1.00,7,,Rheem ,29/6/2020,11025V5,V110243359,25,,,,,,,21/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,21/4/2022 12:04
Deniliquin Ambulance Station ,Deniliquin Ambulance Station ,Ground,7,,,1,Safe,1.00,1,,Guardall,,,,,,,,,,,21/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,21/4/2022 13:09
Deniliquin Ambulance Station ,Deniliquin Ambulance Station ,Ground,9,,,,Emergency Exit Light (Spitfire),1.00,0,,,,,,,,,,,,,21/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,21/4/2022 13:10
Deniliquin Ambulance Station ,Deniliquin Ambulance Station ,Ground,10,,,,Emergency Exit Light (Spitfire),1.00,0,,,,,,,,,,,,,21/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,21/4/2022 13:10
Deniliquin Ambulance Station ,Deniliquin Ambulance Station ,Ground,11,,,9,Hot Water Heater,1.00,9,,Rheem,23/7/2008,11112507,3530338,,,,,,,,21/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,21/4/2022 13:12
Deniliquin Ambulance Station ,Deniliquin Ambulance Station ,Ground,12,,,,Emergency Exit Light (Spitfire),1.00,0,,,,,,,,,,,,,21/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,21/4/2022 13:13
Deniliquin Ambulance Station ,Deniliquin Ambulance Station ,Ground,6,,,,TMV,1.00,0,,Enware ,,,,,,,,,,,21/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,21/4/2022 13:16
Deniliquin Ambulance Station ,Deniliquin Ambulance Station ,Ground,6,,,,Emergency Exit Light (Spitfire),1.00,0,,,,,,,,,,,,,21/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,21/4/2022 13:16
Deniliquin Ambulance Station ,Deniliquin Ambulance Station ,Ground,4,,,10,Emergency Exit Light (Green),1.00,10,,,,,,,,,,,,,21/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,21/4/2022 13:18
Deniliquin Ambulance Station ,Deniliquin Ambulance Station ,Ground,4,,,11,Fire Hose Reel,1.00,11,,,,,,,,,,,,,21/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,21/4/2022 13:21
Deniliquin Ambulance Station ,Deniliquin Ambulance Station ,Ground,4,,,12,Fire Extinguisher (Dry Chemical),1.00,12,,,,,,,,,,,,,21/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,21/4/2022 13:21
Deniliquin Ambulance Station ,Deniliquin Ambulance Station ,Ground,4,,,13,Fire Blanket,1.00,13,,,,,,,,,,,,,21/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,21/4/2022 13:22
Deniliquin Ambulance Station ,Deniliquin Ambulance Station ,Ground,4,,,,Wallmount Battery Charger,1.00,0,,Durst,,BCSW - 1245 B,125218,,,,,,,,21/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,21/4/2022 13:23
Deniliquin Ambulance Station ,Deniliquin Ambulance Station ,Ground,4,,,,Vehicle Battery Charger,1.00,0,,Durst,,BCS-1245C,A90416176,,,,,,,,21/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,21/4/2022 13:24
Deniliquin Ambulance Station ,Deniliquin Ambulance Station ,Ground,4,,,,Wallmount Battery Charger,1.00,0,,Durst,,BCSW-1225 BS,,,,,,,,,21/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,21/4/2022 13:25
Deniliquin Ambulance Station ,Deniliquin Ambulance Station ,Ground,4,,,,Vehicle Battery Charger,1.00,0,,Durst,,BCS-1245C,A90121011,,,,,,,,21/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,21/4/2022 13:26
Deniliquin Ambulance Station ,Deniliquin Ambulance Station ,Ground,4,,,,Wallmount Battery Charger,1.00,0,,Durst ,,BCSW-1225 BS,122533,,,,,,,,21/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,21/4/2022 13:28
Deniliquin Ambulance Station ,Deniliquin Ambulance Station ,Ground,4,,,,Vehicle Battery Charger,1.00,0,,Durst ,,BCS-1245C,A91220004,,,,,,,,21/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,21/4/2022 13:29
Deniliquin Ambulance Station ,Deniliquin Ambulance Station ,Ground,4,,,,Emergency Floodlight,1.00,0,,,,,,,,,,,,,21/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,21/4/2022 13:36
Deniliquin Ambulance Station ,Deniliquin Ambulance Station ,Ground,4,,,,Emergency Floodlight,1.00,0,,,,,,,,,,,,,21/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,21/4/2022 13:36
Deniliquin Ambulance Station ,Deniliquin Ambulance Station ,Ground,4,,,14,Fire Extinguisher (C02),1.00,14,,,,,,,,,,,,,21/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,21/4/2022 13:38
Deniliquin Ambulance Station ,Deniliquin Ambulance Station ,Ground,4,,,15,Fire Blanket,1.00,15,,,,,,,,,,,,,21/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,21/4/2022 13:39
Deniliquin Ambulance Station ,Deniliquin Ambulance Station ,Ground,4,,,,Wallmount Battery Charger,1.00,0,,Durst ,,BCSW-1225 BS ,,,,,,,,,21/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,21/4/2022 13:41
Deniliquin Ambulance Station ,Deniliquin Ambulance Station ,Ground,4,,,,Vehicle Battery Charger,1.00,0,,Durst ,,BCS-1225C,A90800219,,,,,,,,21/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,21/4/2022 13:42
Deniliquin Ambulance Station ,Deniliquin Ambulance Station ,Ground,4,,,,Wallmount Battery Charger,1.00,0,,Durst ,,BCSW-1225  B,123007,,,,,,,,21/4/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Lachlan Wilson (NSW Ambulance),Lachlan Wilson (NSW Ambulance),,21/4/2022 13:44
